student_id,lifestyle_type,age,gender,course,year_of_study,hostel_block,sleep_time,wake_time,alarm_count,snooze_frequency,noise_sleep_tolerance,lights_off_time,study_hours,study_time_preference,silence_requirement,self_talking_study,academic_seriousness,cleanliness_score,organization_score,laundry_frequency,bed_making_habit,room_cleaning_frequency,bathing_frequency,towel_management,phone_call_frequency,late_night_calls,talkativeness,guest_frequency,overnight_guest_comfort,friendship_expectation,guest_timing_preference,privacy_preference,sharing_comfort,boundary_importance,unauthorized_usage,borrowing_frequency,independence_preference,fan_speed_preference,temperature_preference,entry_exit_noise_awareness,conflict_tolerance,conflict_style,criticism_response,emotional_stability,negativity_level,communication_respect,punctuality,adaptability,schedule_consistency,smoking,drinking,gaming_hours,music_frequency,music_volume,room_eating_habit,food_smell_tolerance,food_preference,gym_frequency,religious_practice_frequency,expense_responsibility
382,clean_freak,19,Female,BCOM,2,C,23,8,3,2,5,23,4,Night,1,4,3,2,3,7,0,4,2,4,2,5,3,3,1,2,Anytime,5,3,4,0,5,2,5,5,5,3,Aggressive,4,4,5,5,4,3,2,0,1,3,1,4,1,1,Non-Vegetarian,3,5,4
383,average,21,Male,BBA,3,A,0,8,3,1,5,0,3,Night,1,3,2,2,1,2,1,2,2,1,4,4,3,2,0,4,Afternoon,3,4,3,0,5,2,2,1,4,4,Avoid,2,4,4,4,5,4,2,1,0,1,3,4,0,2,Vegetarian,3,3,2
384,disciplined,19,Male,IT,4,D,21,7,5,3,2,21,3,Evening,4,3,1,5,5,2,1,5,3,3,4,4,4,1,1,4,Morning,4,2,4,0,4,2,4,1,4,2,Avoid,5,5,1,4,2,5,5,0,0,0,1,4,1,4,Eggetarian,2,4,5
385,clean_freak,20,Male,EE,1,D,23,7,1,3,3,23,5,Night,2,3,4,2,1,7,0,1,3,1,3,2,2,3,1,2,Evening,5,3,5,0,4,3,5,3,5,3,Avoid,5,4,2,4,2,4,2,0,0,4,1,2,1,2,Eggetarian,2,2,2
386,average,24,Male,CSE,2,D,23,7,1,1,4,23,3,Afternoon,4,4,2,3,3,5,0,5,2,5,3,3,4,3,0,2,Evening,2,4,3,0,3,2,4,1,4,3,Aggressive,4,2,4,2,1,3,2,0,0,3,1,3,1,5,Non-Vegetarian,2,4,2
387,clean_freak,23,Male,IT,2,C,1,8,1,4,1,1,4,Evening,5,4,2,3,3,7,0,1,2,2,4,5,4,2,0,2,Morning,4,3,4,0,1,4,2,2,4,3,Direct,5,3,5,4,3,2,3,1,0,1,3,5,1,1,Non-Vegetarian,0,3,2
388,disciplined,23,Female,BBA,3,B,22,7,2,4,5,22,3,Morning,5,5,1,5,5,6,1,2,2,3,4,4,2,2,1,4,Anytime,2,4,3,0,5,2,3,2,4,3,Avoid,4,5,4,5,3,4,4,0,0,0,3,4,0,2,Eggetarian,1,3,4
389,disciplined,18,Female,EE,3,B,23,6,4,3,5,23,7,Evening,5,5,4,5,5,2,1,7,2,3,5,3,4,1,0,4,Morning,2,2,2,0,4,4,5,4,4,2,Complain,3,5,1,5,1,5,5,0,0,0,3,2,1,5,Vegetarian,4,4,4
390,disciplined,23,Male,CSE,2,C,22,7,1,1,5,22,4,Night,5,1,3,5,5,1,0,6,3,5,2,1,3,2,0,3,Evening,2,4,3,0,4,4,2,2,5,2,Complain,2,5,1,5,2,4,5,0,1,2,1,1,0,2,Vegetarian,1,5,4
391,gamer,21,Female,ME,3,C,22,7,4,1,5,22,2,Evening,5,1,5,4,3,1,1,3,1,2,3,2,4,3,0,3,Morning,3,4,4,1,2,3,4,2,3,2,Avoid,4,4,5,5,5,2,1,0,0,8,4,1,1,4,Non-Vegetarian,0,3,4
392,fitness_focused,21,Male,ECE,3,D,1,7,5,4,5,1,3,Evening,3,1,1,3,3,2,1,6,3,1,2,5,2,3,1,2,Anytime,2,2,4,1,4,3,1,3,2,3,Avoid,2,5,2,5,1,5,4,0,0,1,1,5,1,4,Eggetarian,5,3,5
393,average,20,Male,IT,1,A,23,6,2,4,2,23,2,Evening,2,4,4,2,2,2,0,3,3,3,3,4,2,2,1,2,Morning,4,3,4,0,4,3,4,3,4,4,Direct,3,3,5,4,5,4,3,0,0,3,1,2,1,5,Vegetarian,3,1,3
394,average,19,Male,BBA,1,A,1,8,1,2,3,1,3,Morning,5,4,2,4,4,4,1,5,1,2,2,4,3,3,1,2,Evening,2,2,4,0,5,2,5,1,3,2,Aggressive,2,3,5,3,4,2,3,0,0,1,3,1,0,3,Vegetarian,4,1,4
395,introvert,21,Female,ME,1,C,23,6,1,1,4,23,4,Morning,5,2,2,4,4,7,0,7,3,1,1,5,2,1,0,2,Morning,4,1,5,1,1,5,2,4,3,4,Avoid,3,3,2,4,1,3,3,0,0,3,1,2,0,3,Non-Vegetarian,0,1,4
396,clean_freak,18,Male,CE,3,D,1,6,4,2,1,1,5,Morning,2,5,4,3,4,6,0,1,1,1,1,5,3,2,1,3,Afternoon,4,4,5,0,2,3,5,5,4,2,Complain,5,5,5,5,1,2,2,1,0,2,3,5,0,1,Non-Vegetarian,1,5,3
397,disciplined,24,Male,BCOM,2,B,21,5,2,5,4,21,7,Morning,5,4,1,5,5,2,0,1,1,3,3,3,4,2,0,3,Morning,4,2,4,0,1,3,1,4,5,3,Avoid,5,4,2,4,3,5,4,0,0,0,1,4,0,3,Non-Vegetarian,1,2,5
398,clean_freak,19,Male,EE,3,D,1,7,4,5,1,1,3,Afternoon,4,3,3,2,1,2,1,4,1,4,5,3,4,2,0,3,Evening,5,4,5,0,1,3,1,2,4,2,Direct,4,2,2,5,5,3,4,0,1,4,3,4,1,3,Eggetarian,3,2,2
399,night_owl,18,Male,EE,3,D,3,8,5,2,4,3,6,Morning,5,1,5,2,2,3,0,1,2,3,1,1,3,2,1,4,Afternoon,2,3,2,0,5,3,5,4,3,3,Direct,3,2,2,5,3,3,2,0,0,1,2,1,0,3,Eggetarian,3,2,2
400,average,20,Male,CE,2,A,22,6,1,5,5,22,5,Afternoon,3,4,4,2,3,1,0,1,3,5,5,5,2,2,1,2,Anytime,2,2,4,0,4,4,2,2,2,4,Aggressive,3,5,5,5,5,2,3,0,1,3,3,5,0,5,Non-Vegetarian,2,4,2
401,disciplined,18,Female,CE,2,D,21,5,2,4,1,21,3,Morning,3,1,5,5,5,3,1,5,1,5,3,2,2,1,1,4,Morning,2,3,2,0,3,2,3,4,5,2,Aggressive,4,5,5,5,3,5,5,1,0,0,1,1,0,3,Non-Vegetarian,0,2,4
402,introvert,19,Male,CE,4,C,22,6,4,2,1,22,4,Morning,4,3,3,3,3,2,1,6,1,4,3,2,1,1,0,2,Anytime,4,1,5,0,2,4,5,2,4,4,Avoid,2,2,4,2,2,4,3,0,1,1,3,3,1,2,Vegetarian,0,4,4
403,average,18,Female,BBA,4,A,22,6,2,5,2,22,3,Night,1,1,1,4,5,2,0,2,3,4,1,3,2,2,0,4,Evening,4,4,3,0,4,4,4,4,3,2,Complain,4,5,1,4,2,2,3,1,0,3,4,1,0,2,Non-Vegetarian,1,1,3
404,night_owl,23,Male,EE,4,B,3,9,3,5,4,3,2,Night,4,5,2,2,2,7,0,6,3,2,4,2,3,3,0,4,Anytime,3,4,3,0,4,2,2,3,2,4,Aggressive,5,5,5,4,5,3,2,1,0,2,1,2,1,2,Vegetarian,3,1,4
405,average,22,Female,EE,2,B,23,8,3,2,3,23,2,Evening,4,4,5,2,1,2,0,3,3,4,3,5,4,3,0,3,Evening,4,2,2,1,3,3,1,1,2,4,Aggressive,3,2,5,3,4,2,2,1,0,3,2,3,1,3,Eggetarian,0,5,4
406,average,24,Female,CSE,4,D,0,6,3,1,1,0,2,Afternoon,1,2,3,3,2,6,1,1,3,2,2,1,2,3,0,3,Anytime,2,2,3,0,1,4,5,4,2,2,Avoid,3,2,2,2,5,3,4,0,0,1,3,1,0,3,Non-Vegetarian,3,1,2
407,disciplined,23,Female,ECE,4,D,21,7,1,4,2,21,5,Morning,5,3,1,5,5,4,1,7,2,1,1,1,2,2,1,2,Evening,4,2,4,0,1,2,4,2,5,4,Direct,5,4,4,4,2,5,4,1,0,1,1,5,0,5,Vegetarian,1,2,5
408,average,21,Male,CE,4,C,23,6,4,4,5,23,2,Morning,2,3,5,2,3,6,1,7,2,4,5,1,2,2,1,4,Evening,2,2,2,1,2,2,1,4,4,2,Aggressive,5,4,4,4,4,4,3,0,0,4,3,1,1,2,Vegetarian,4,3,4
409,introvert,19,Male,IT,1,A,23,7,2,4,1,23,2,Night,1,2,2,4,3,7,1,7,1,3,2,1,1,1,0,1,Evening,5,3,4,0,1,4,3,1,4,3,Direct,2,2,3,3,1,2,2,0,0,4,4,3,1,5,Eggetarian,2,4,4
410,clean_freak,19,Female,CE,3,A,22,6,3,1,1,22,4,Night,4,3,2,3,4,7,1,7,1,3,4,2,4,3,1,4,Morning,4,4,4,0,4,3,3,1,4,2,Complain,5,2,3,5,3,2,3,0,1,4,2,2,1,1,Vegetarian,2,3,3
411,clean_freak,24,Female,EE,4,D,1,7,1,3,1,1,5,Morning,1,4,2,2,3,4,0,3,2,3,4,5,4,2,1,4,Morning,4,2,5,0,3,3,2,5,4,2,Aggressive,4,2,3,5,4,4,2,1,0,2,2,3,1,2,Eggetarian,4,4,2
412,gamer,19,Female,CSE,4,D,1,8,2,1,4,1,5,Afternoon,2,4,1,4,3,3,0,6,3,4,4,4,4,2,1,4,Afternoon,2,4,3,1,5,2,4,1,3,4,Aggressive,3,2,1,4,3,2,2,0,0,4,4,4,0,5,Eggetarian,0,3,4
413,gamer,21,Female,CSE,3,B,0,9,4,1,4,0,5,Night,3,3,3,2,2,7,0,5,3,1,2,5,3,2,0,3,Afternoon,3,4,2,1,2,2,1,2,2,4,Avoid,5,2,1,2,4,3,3,1,0,8,4,4,0,5,Vegetarian,0,3,2
414,social,22,Female,ECE,3,C,1,8,5,5,2,1,1,Evening,2,1,4,4,3,2,0,2,1,2,4,5,4,4,1,5,Afternoon,3,5,3,1,1,1,4,5,2,3,Direct,4,2,1,2,4,2,3,0,0,1,4,4,0,3,Vegetarian,3,4,2
415,average,20,Female,CE,1,D,23,8,4,4,2,23,2,Afternoon,5,1,4,3,3,1,0,3,3,5,5,3,2,2,0,2,Anytime,4,2,3,0,5,2,2,5,2,3,Avoid,4,2,3,5,1,2,3,1,0,4,3,2,1,3,Eggetarian,2,3,2
416,social,20,Female,CSE,4,A,1,9,4,3,1,1,4,Night,3,4,1,2,1,5,0,6,3,1,5,2,4,4,1,4,Morning,2,5,2,0,3,2,5,5,2,5,Direct,3,3,2,3,2,2,2,0,0,2,5,3,0,3,Non-Vegetarian,2,3,2
417,disciplined,23,Male,IT,3,C,23,7,1,2,4,23,7,Evening,2,5,2,4,3,2,1,7,1,4,2,5,3,1,0,4,Morning,3,4,4,0,5,4,2,1,4,3,Complain,2,4,5,4,4,5,5,0,1,2,2,1,0,3,Vegetarian,3,4,4
418,disciplined,21,Female,IT,3,B,21,5,4,2,5,21,5,Morning,5,2,4,5,5,7,0,5,1,2,4,4,2,1,0,3,Evening,2,4,3,0,2,3,3,4,5,2,Aggressive,4,5,1,4,1,5,4,1,0,0,1,5,0,4,Non-Vegetarian,1,3,4
419,average,23,Male,ECE,3,B,0,8,1,3,1,0,4,Afternoon,2,1,5,4,3,3,0,6,1,5,4,4,4,3,0,3,Anytime,4,2,3,0,2,2,1,5,4,2,Complain,4,2,5,3,1,3,4,1,0,1,4,4,1,3,Vegetarian,1,2,4
420,social,22,Female,IT,1,C,1,7,2,3,4,1,3,Night,3,1,5,3,4,5,1,6,3,5,2,5,4,5,1,5,Anytime,1,5,2,0,5,2,4,4,2,5,Complain,3,4,2,3,3,4,3,0,1,4,4,5,0,3,Vegetarian,2,1,2
421,night_owl,20,Female,ME,3,D,2,11,2,5,3,2,3,Morning,1,2,2,2,2,1,1,5,3,2,5,1,2,3,1,2,Anytime,2,2,3,1,1,3,3,1,4,3,Aggressive,3,3,1,5,3,4,1,0,1,2,1,1,0,3,Vegetarian,2,2,4
422,social,19,Male,EE,4,A,23,9,2,4,1,23,1,Night,1,5,2,3,3,6,0,3,2,3,4,1,5,4,1,5,Anytime,1,5,3,0,5,3,3,1,2,5,Direct,3,5,1,3,3,3,2,1,0,2,4,5,0,3,Vegetarian,3,1,2
423,social,24,Female,EE,1,D,0,7,2,1,4,0,3,Evening,3,1,2,3,2,4,1,6,2,5,3,4,5,4,1,5,Afternoon,2,5,2,0,3,2,1,4,3,4,Direct,5,5,1,2,4,4,4,0,0,3,4,3,0,4,Eggetarian,1,4,3
424,average,20,Male,BCOM,2,B,0,8,4,3,2,0,5,Evening,4,5,1,2,2,7,1,7,3,3,2,4,2,3,0,3,Anytime,2,2,4,1,3,2,1,1,4,3,Avoid,4,4,4,4,2,2,3,0,0,3,1,1,0,5,Eggetarian,0,3,4
425,average,20,Female,BBA,1,C,23,9,5,5,3,23,4,Afternoon,4,1,4,4,4,1,1,7,3,3,4,3,3,3,0,4,Anytime,2,3,4,0,3,4,3,1,4,3,Direct,2,3,4,5,2,4,2,0,1,3,3,1,1,5,Vegetarian,2,2,3
426,average,21,Male,IT,1,B,23,9,3,4,5,23,3,Afternoon,1,4,4,4,4,6,0,1,2,4,1,5,2,2,0,3,Anytime,3,4,4,0,1,4,1,5,3,4,Aggressive,4,3,5,4,5,2,3,1,0,4,2,3,0,5,Non-Vegetarian,0,3,4
427,average,18,Female,ME,2,A,1,6,3,5,4,1,2,Night,4,1,4,3,2,2,0,7,1,4,2,5,4,2,1,2,Afternoon,4,4,2,0,4,2,5,2,3,4,Complain,3,3,4,2,4,4,2,1,0,3,2,4,1,3,Vegetarian,1,5,4
428,introvert,23,Male,ECE,2,C,23,8,5,1,1,23,4,Evening,5,5,4,4,3,4,0,1,3,3,5,4,1,1,0,1,Evening,5,3,4,0,2,5,2,1,4,2,Direct,2,5,5,2,4,3,4,0,0,4,3,3,0,2,Non-Vegetarian,4,5,2
429,disciplined,23,Female,ME,1,C,21,5,4,1,1,21,6,Morning,5,2,4,5,4,4,0,2,1,5,5,1,4,1,1,2,Anytime,2,4,2,0,5,3,5,2,5,3,Complain,2,4,4,4,5,5,4,1,1,1,1,1,1,2,Non-Vegetarian,4,1,5
430,gamer,19,Female,BBA,4,B,22,6,5,2,1,22,3,Morning,4,1,2,3,2,6,1,3,2,2,3,5,3,2,1,3,Anytime,2,2,2,0,3,4,2,3,2,4,Complain,3,3,5,2,5,2,1,0,0,6,4,1,0,4,Eggetarian,3,4,4
431,disciplined,22,Female,BCOM,1,B,22,5,4,3,2,22,5,Morning,3,3,2,5,5,5,0,6,3,4,3,3,4,1,0,3,Evening,4,4,2,0,1,3,5,4,5,2,Complain,4,5,4,4,2,4,4,1,0,1,4,4,1,4,Eggetarian,0,2,5
432,social,22,Female,ME,2,A,0,7,5,5,4,0,2,Afternoon,4,5,5,2,1,4,1,4,1,4,5,5,5,4,1,4,Evening,2,4,4,0,2,2,5,4,3,5,Complain,4,5,2,3,3,3,2,0,0,2,5,5,0,2,Eggetarian,2,5,2
433,disciplined,19,Male,ECE,2,B,22,5,1,1,1,22,5,Evening,1,4,4,4,5,6,0,7,2,2,1,3,4,1,0,3,Morning,2,2,4,0,5,3,3,2,5,2,Direct,5,5,4,5,2,4,5,0,0,2,2,1,0,3,Non-Vegetarian,1,1,5
434,fitness_focused,21,Male,EE,4,B,22,8,4,5,2,22,2,Morning,4,3,2,4,3,4,1,4,1,5,4,5,3,3,0,4,Evening,2,3,2,0,4,3,1,2,3,2,Direct,3,5,3,5,4,4,4,0,0,1,4,4,1,3,Eggetarian,5,1,5
435,fitness_focused,20,Male,CE,4,A,23,6,2,3,5,23,2,Afternoon,5,4,2,2,2,1,0,3,3,2,3,3,3,3,1,4,Morning,3,3,3,0,4,4,5,4,2,2,Complain,2,4,3,5,4,5,4,0,0,1,4,1,1,2,Non-Vegetarian,7,2,4
436,gamer,22,Female,ECE,3,C,1,7,3,1,5,1,2,Evening,5,1,3,3,4,6,0,6,3,1,3,4,3,3,1,4,Evening,2,4,4,0,4,2,4,4,2,2,Complain,2,4,2,2,3,3,2,0,1,6,4,2,0,3,Vegetarian,4,1,4
437,average,21,Female,ME,1,B,0,9,3,1,4,0,2,Afternoon,4,3,2,4,5,3,0,4,2,4,5,2,2,2,1,4,Anytime,2,2,2,0,5,3,3,3,2,4,Direct,5,5,1,5,1,4,2,0,1,1,1,5,1,3,Vegetarian,0,2,4
438,gamer,19,Female,BBA,1,A,0,8,5,3,5,0,2,Evening,2,4,2,2,3,1,0,5,3,4,1,3,3,2,0,2,Evening,2,4,3,0,4,3,3,3,4,3,Complain,5,4,1,3,2,2,2,0,0,7,4,5,1,3,Eggetarian,2,4,3
439,clean_freak,21,Male,BBA,2,B,0,9,1,3,2,0,2,Afternoon,4,1,5,3,2,2,1,4,3,4,1,2,3,3,0,3,Morning,5,2,4,0,4,3,2,4,4,3,Direct,3,2,4,5,1,4,4,0,0,2,1,5,0,1,Vegetarian,1,1,2
440,average,18,Female,IT,2,B,1,8,5,4,5,1,4,Afternoon,1,5,2,3,2,1,1,1,1,4,3,4,3,3,1,3,Afternoon,2,3,3,0,3,3,2,5,2,2,Direct,2,5,3,4,5,2,3,0,0,4,4,2,0,4,Vegetarian,0,4,4
441,night_owl,20,Female,BBA,1,B,4,8,4,2,3,4,6,Night,1,4,1,3,3,7,0,7,2,4,1,2,2,3,0,3,Evening,2,2,3,0,1,2,4,2,4,4,Direct,5,5,1,4,4,2,2,1,1,1,3,2,0,4,Non-Vegetarian,0,2,2
442,social,20,Female,EE,1,D,0,9,3,2,1,0,3,Night,5,1,3,4,4,1,0,7,3,5,5,5,5,5,1,5,Anytime,3,4,3,0,4,1,5,2,2,4,Complain,5,5,2,5,4,4,2,0,1,4,4,3,0,5,Non-Vegetarian,0,5,3
443,average,18,Male,ME,2,A,0,9,4,2,2,0,3,Afternoon,5,4,2,4,3,2,1,3,2,1,2,5,2,3,0,2,Anytime,3,3,4,0,3,2,4,4,2,4,Avoid,3,4,2,2,2,2,4,0,0,1,3,1,0,5,Eggetarian,1,2,2
444,night_owl,20,Male,CE,3,D,1,9,5,1,4,1,4,Evening,1,3,3,4,4,2,1,1,2,3,4,5,4,2,0,4,Afternoon,2,2,2,1,3,2,2,2,2,3,Avoid,3,5,4,5,4,2,1,0,0,1,4,4,1,5,Vegetarian,3,1,2
445,social,18,Male,BBA,1,C,1,8,2,5,5,1,3,Afternoon,3,1,1,4,4,7,1,6,1,2,4,3,4,5,1,5,Evening,3,4,3,1,4,1,3,5,2,4,Direct,3,2,1,5,2,4,4,0,1,4,5,4,0,4,Eggetarian,3,3,3
446,social,23,Male,ECE,2,D,1,9,5,3,5,1,1,Evening,5,5,4,2,3,6,1,7,2,1,3,5,4,4,1,5,Anytime,2,4,2,0,2,3,3,4,2,3,Direct,3,2,3,2,3,4,3,0,0,3,4,3,0,3,Eggetarian,3,4,4
447,introvert,19,Male,CE,3,D,23,6,2,3,4,23,5,Night,1,5,5,5,4,2,0,4,3,5,4,1,2,1,0,2,Morning,5,3,4,1,1,4,3,5,4,3,Avoid,4,5,5,4,4,2,4,0,1,4,4,3,1,5,Vegetarian,4,2,2
448,gamer,24,Female,ME,2,D,22,6,5,1,5,22,3,Night,1,4,4,2,1,1,1,3,2,3,4,5,3,3,1,3,Anytime,3,3,3,1,3,2,2,3,3,3,Complain,2,2,1,5,5,3,2,1,1,5,5,1,1,2,Non-Vegetarian,3,3,3
449,average,19,Male,EE,3,C,22,9,3,1,2,22,3,Afternoon,5,4,5,3,2,5,0,7,2,4,1,1,3,2,0,3,Afternoon,2,4,3,0,2,2,5,4,2,2,Direct,4,2,5,3,1,4,3,0,0,3,1,5,1,2,Eggetarian,3,5,3
450,gamer,24,Female,ME,3,C,23,8,1,2,3,23,5,Evening,5,1,3,3,2,4,0,3,2,4,3,5,2,3,1,4,Afternoon,4,3,4,0,3,4,5,1,2,4,Aggressive,2,2,5,4,3,2,3,0,0,4,5,5,0,4,Eggetarian,2,5,2
451,night_owl,24,Female,ME,1,B,1,11,4,4,3,1,6,Night,4,3,5,3,2,6,1,1,3,4,3,5,4,2,0,2,Afternoon,4,3,4,1,5,3,1,5,3,2,Avoid,3,3,4,2,3,4,3,1,1,3,2,4,1,5,Non-Vegetarian,4,2,2
452,gamer,21,Male,CSE,4,D,23,7,1,3,1,23,2,Night,5,5,2,3,2,4,1,7,2,5,3,4,4,2,1,2,Afternoon,2,3,4,0,2,4,4,1,3,4,Direct,3,2,2,5,5,2,1,1,0,6,5,1,1,5,Non-Vegetarian,4,3,4
453,average,23,Female,BBA,4,C,0,7,5,5,1,0,2,Night,2,4,5,2,2,5,0,3,2,5,1,5,4,3,1,4,Anytime,2,3,4,0,5,3,5,5,3,3,Avoid,2,3,1,5,4,2,2,0,1,4,1,2,0,2,Eggetarian,2,1,4
454,gamer,22,Male,ME,4,A,23,6,4,1,4,23,5,Morning,1,1,4,4,3,2,1,7,1,5,5,2,3,2,0,3,Anytime,4,3,4,1,1,2,3,1,3,3,Complain,5,4,5,5,5,4,1,0,0,6,5,1,1,5,Vegetarian,0,2,4
455,gamer,19,Male,IT,3,C,22,8,4,1,3,22,3,Morning,5,4,5,4,5,6,0,5,2,3,3,1,3,3,0,2,Morning,3,2,3,1,1,4,1,2,2,4,Complain,2,2,4,5,1,3,3,1,1,8,4,1,1,5,Eggetarian,3,5,2
456,gamer,19,Male,EE,3,C,1,8,3,4,4,1,4,Morning,2,4,4,3,2,1,1,2,1,5,3,4,2,3,0,2,Evening,4,3,3,1,2,4,2,4,2,2,Aggressive,3,4,1,3,5,2,2,0,1,6,4,2,0,3,Non-Vegetarian,0,4,4
457,average,22,Female,EE,2,D,1,6,4,2,3,1,4,Night,4,3,4,2,3,1,1,6,3,5,3,5,3,2,1,3,Morning,3,2,3,0,3,2,2,2,2,4,Direct,5,2,3,2,2,3,3,1,0,1,3,5,0,5,Non-Vegetarian,2,1,4
458,fitness_focused,22,Male,BBA,3,B,23,6,2,4,3,23,2,Night,2,1,5,2,2,4,1,4,1,5,4,4,3,3,0,2,Afternoon,3,4,3,0,3,2,1,2,2,2,Avoid,4,4,1,4,4,5,4,0,0,4,4,3,0,2,Non-Vegetarian,6,5,4
459,average,23,Female,EE,4,A,0,8,1,5,2,0,3,Afternoon,3,1,4,3,3,3,1,3,1,4,1,1,4,3,0,3,Afternoon,3,2,2,0,4,4,3,3,4,2,Avoid,5,5,4,4,1,3,4,0,0,2,3,1,0,4,Non-Vegetarian,0,2,3
460,clean_freak,23,Female,BBA,4,B,23,7,5,1,3,23,5,Afternoon,2,1,3,3,3,4,0,3,3,4,3,5,2,2,1,2,Morning,5,4,5,0,5,4,4,5,5,2,Direct,3,2,3,4,5,3,3,0,0,4,4,4,0,3,Vegetarian,0,5,3
461,night_owl,18,Male,BCOM,2,A,3,9,5,1,3,3,2,Morning,3,2,4,3,4,4,0,6,1,1,4,5,2,3,0,2,Anytime,4,4,3,1,3,2,3,4,2,3,Direct,3,5,5,3,2,4,1,0,0,2,2,1,1,2,Vegetarian,1,2,2
462,average,22,Female,IT,3,A,0,7,2,3,1,0,2,Evening,2,1,4,3,3,1,0,3,1,3,3,5,4,2,0,2,Anytime,3,2,2,0,2,2,2,3,2,2,Complain,3,3,2,3,1,3,3,0,1,1,1,5,0,2,Vegetarian,1,3,4
463,average,19,Male,CE,2,B,0,7,5,4,1,0,3,Afternoon,2,5,3,3,3,6,1,3,1,2,3,2,4,3,1,3,Anytime,3,2,2,0,5,4,4,4,2,3,Avoid,2,4,2,5,4,4,4,1,1,2,3,5,1,3,Eggetarian,3,2,3
464,average,24,Male,IT,2,D,1,8,3,5,1,1,4,Night,4,2,3,2,3,5,0,5,2,4,3,1,3,3,1,2,Afternoon,3,4,4,0,2,3,4,3,3,3,Complain,3,4,2,5,2,4,4,0,1,2,2,3,0,5,Non-Vegetarian,4,2,3
465,disciplined,21,Male,ME,4,D,21,7,5,2,3,21,5,Afternoon,3,4,5,5,5,6,1,2,3,5,1,4,2,2,0,3,Anytime,4,4,2,0,5,4,5,1,5,2,Complain,3,4,1,5,5,4,5,0,0,0,1,4,0,5,Vegetarian,3,1,5
466,introvert,24,Male,ECE,3,D,23,8,1,5,2,23,5,Evening,5,2,1,3,2,3,1,7,1,5,3,4,2,1,0,1,Evening,5,1,4,1,3,5,4,2,2,4,Avoid,5,3,5,4,1,2,3,0,1,1,1,1,1,5,Eggetarian,2,5,3
467,disciplined,21,Female,CSE,4,B,21,6,2,5,1,21,3,Morning,4,1,2,5,5,1,0,4,3,2,5,5,3,1,0,2,Afternoon,2,3,3,0,2,3,4,4,4,4,Complain,2,5,1,5,1,4,4,1,0,2,2,1,0,4,Eggetarian,0,1,5
468,disciplined,20,Male,CSE,1,C,23,5,1,2,5,23,7,Night,4,1,4,4,5,1,0,2,2,2,1,2,3,2,1,4,Evening,2,2,2,0,3,2,1,4,4,4,Aggressive,2,5,5,4,2,5,4,0,0,1,1,1,1,2,Vegetarian,1,1,5
469,gamer,24,Male,ME,3,D,22,7,5,5,1,22,4,Morning,1,2,5,3,4,3,1,2,2,1,5,2,3,3,1,3,Anytime,3,3,2,0,2,4,1,1,4,3,Complain,2,4,4,2,5,3,1,0,1,5,4,3,1,2,Vegetarian,1,1,3
470,average,18,Female,BBA,2,D,22,9,5,3,3,22,4,Afternoon,3,2,4,4,4,1,0,2,3,3,3,4,4,2,1,4,Evening,4,4,3,1,4,4,3,5,4,4,Avoid,2,2,3,2,5,4,4,0,0,4,3,4,0,4,Non-Vegetarian,4,3,2
471,gamer,19,Female,ECE,4,B,1,9,2,3,4,1,4,Morning,3,4,1,3,2,6,0,1,2,3,1,2,2,3,1,2,Evening,2,4,4,1,1,2,1,4,3,4,Direct,4,2,4,3,5,2,1,1,0,5,4,5,0,2,Non-Vegetarian,1,2,2
472,disciplined,19,Male,ME,2,C,21,7,3,4,3,21,4,Afternoon,3,5,5,5,4,1,1,1,1,5,3,4,4,1,0,3,Morning,4,2,2,0,3,4,1,3,4,3,Aggressive,3,4,5,4,1,5,5,0,1,2,3,4,0,5,Eggetarian,1,1,4
473,gamer,18,Male,CSE,3,A,0,8,2,3,1,0,4,Afternoon,5,1,3,3,3,5,1,7,2,3,2,5,2,2,0,4,Afternoon,2,3,2,0,4,4,1,2,3,4,Direct,3,2,2,5,3,2,3,1,1,8,4,3,1,4,Non-Vegetarian,3,3,4
474,social,23,Male,EE,2,A,0,9,4,5,1,0,3,Evening,2,5,5,4,4,1,1,1,3,1,4,3,5,5,1,4,Afternoon,2,5,3,1,1,1,4,3,2,4,Direct,3,3,2,2,3,4,4,0,0,3,4,5,0,4,Vegetarian,3,4,4
475,social,23,Female,EE,3,C,0,8,2,3,1,0,3,Afternoon,2,2,3,2,1,3,0,7,1,3,1,4,4,5,1,4,Evening,2,4,3,0,3,3,3,3,3,4,Complain,3,5,1,5,5,3,2,0,0,2,5,4,0,3,Vegetarian,1,2,4
476,clean_freak,23,Female,IT,2,B,22,8,5,2,5,22,5,Afternoon,1,3,1,2,3,4,1,2,3,5,5,1,3,2,0,3,Evening,4,4,4,0,2,2,3,1,5,3,Avoid,2,4,2,4,4,3,4,0,0,1,4,2,0,2,Vegetarian,1,1,2
477,social,22,Male,EE,3,A,23,7,1,4,1,23,1,Morning,5,2,2,2,2,5,0,4,3,4,1,5,4,4,1,4,Morning,1,5,3,0,4,1,2,3,3,5,Complain,5,4,3,5,1,4,4,0,0,3,4,5,1,3,Vegetarian,0,3,3
478,introvert,19,Male,CE,1,D,24,8,4,4,5,24,2,Evening,3,4,3,4,5,3,0,4,1,1,5,3,2,1,0,1,Morning,4,3,5,1,4,5,4,3,2,3,Avoid,5,5,1,3,1,4,2,0,1,3,4,3,0,5,Eggetarian,0,5,2
